signing_date,publication_date,executive_order_number,title,Generated_Initial_Codes,Finalized_Theme_Name,Theme_Confidence_Score,citation,document_number,end_page,html_url,pdf_url,type,subtype,start_page,disposition_notes,not_received_for_publication
2026-01-23,2026-01-29,14377,Addressing State and Local Failures To Rebuild Los Angeles After Wildfire Disasters,Public Admin,Housing Affordability and Development Deregulation,0.73,91 FR 3989,2026-01871,3992,https://www.federalregister.gov/documents/2026/01/29/2026-01871/addressing-state-and-local-failures-to-rebuild-los-angeles-after-wildfire-disasters,https://www.govinfo.gov/content/pkg/FR-2026-01-29/pdf/2026-01871.pdf,Presidential Document,Executive Order,3989,"See: EO 14181, January 24, 2025",
2026-01-23,2026-01-29,14378,Continuance of the Federal Emergency Management Agency Review Council,Public Admin,Executive Coordination and Administrative Task Forces,1,91 FR 3993,2026-01872,3994,https://www.federalregister.gov/documents/2026/01/29/2026-01872/continuance-of-the-federal-emergency-management-agency-review-council,https://www.govinfo.gov/content/pkg/FR-2026-01-29/pdf/2026-01872.pdf,Presidential Document,Executive Order,3993,"See: EO 14181, January 24, 2025
 Superseded by (in part): EO 14397, March 24, 2026",
2026-01-29,2026-02-03,14379,Addressing Addiction Through the Great American Recovery Initiative,Health,"Public Order, Crime, and Border Enforcement",1,91 FR 5081,2026-02249,5083,https://www.federalregister.gov/documents/2026/02/03/2026-02249/addressing-addiction-through-the-great-american-recovery-initiative,https://www.govinfo.gov/content/pkg/FR-2026-02-03/pdf/2026-02249.pdf,Presidential Document,Executive Order,5081,,
2026-01-29,2026-02-03,14380,Addressing Threats to the United States by the Government of Cuba,International Affairs,Foreign Policy and External Relations,1,91 FR 5085,2026-02250,5089,https://www.federalregister.gov/documents/2026/02/03/2026-02250/addressing-threats-to-the-united-states-by-the-government-of-cuba,https://www.govinfo.gov/content/pkg/FR-2026-02-03/pdf/2026-02250.pdf,Presidential Document,Executive Order,5085,"See: EO 14389, February 20, 2026; EO 14404, May 1, 2026",
2026-01-30,2026-02-04,14381,Celebrating American Greatness With American Motor Racing,Culture Promotion,Cultural Heritage and National Pastime,1,91 FR 5211,2026-02292,5212,https://www.federalregister.gov/documents/2026/02/04/2026-02292/celebrating-american-greatness-with-american-motor-racing,https://www.govinfo.gov/content/pkg/FR-2026-02-04/pdf/2026-02292.pdf,Presidential Document,Executive Order,5211,,
2026-02-06,2026-02-11,14382,Addressing Threats to the United States by the Government of Iran,International Affairs,Foreign Policy and External Relations,1,91 FR 6493,2026-02813,6496,https://www.federalregister.gov/documents/2026/02/11/2026-02813/addressing-threats-to-the-united-states-by-the-government-of-iran,https://www.govinfo.gov/content/pkg/FR-2026-02-11/pdf/2026-02813.pdf,Presidential Document,Executive Order,6493,"See: EO 12957, March 15, 1995; EO 13059, August 19, 1997; EO 13553, September 28, 2010; EO 13590, November 20, 2011; EO 13622, July 30, 2012; EO 13846, August 6, 2018; EO 13902, January 10, 2020; EO 14389, February 20, 2026; Notice of March 2, 2026",
2026-02-06,2026-02-11,14383,Establishing an America First Arms Transfer Strategy,Defense,"National Security, Defense, and Strategic Resilience",1,91 FR 6497,2026-02814,6500,https://www.federalregister.gov/documents/2026/02/11/2026-02814/establishing-an-america-first-arms-transfer-strategy,https://www.govinfo.gov/content/pkg/FR-2026-02-11/pdf/2026-02814.pdf,Presidential Document,Executive Order,6497,"Amends: EO 13637, March 8, 2013
 See: EO 14268, April 9, 2025",
2026-02-06,2026-02-11,14384,Modifying Duties To Address Threats to the United States by the Government of the Russian Federation,International Affairs; Defense,Foreign Policy and External Relations,0.98,91 FR 6501,2026-02818,6503,https://www.federalregister.gov/documents/2026/02/11/2026-02818/modifying-duties-to-address-threats-to-the-united-states-by-the-government-of-the-russian-federation,https://www.govinfo.gov/content/pkg/FR-2026-02-11/pdf/2026-02818.pdf,Presidential Document,Executive Order,6501,"See: EO 14066, March 8, 2022; EO 14329, August 6, 2025; Notice of March 24, 2026 (91 FR 15515)",
2026-02-06,2026-02-11,14385,Protecting the National Security and Welfare of the United States and Its Citizens From Criminal Actors and Other Public Safety Threats,Defense,"National Security, Defense, and Strategic Resilience",1,91 FR 6505,2026-02819,6506,https://www.federalregister.gov/documents/2026/02/11/2026-02819/protecting-the-national-security-and-welfare-of-the-united-states-and-its-citizens-from-criminal,https://www.govinfo.gov/content/pkg/FR-2026-02-11/pdf/2026-02819.pdf,Presidential Document,Executive Order,6505,,
2026-02-11,2026-02-17,14386,Strengthening United States National Defense With America's Beautiful Clean Coal Power Generation Fleet,Defense,Energy Development and Resource Expansion,1,91 FR 7393,2026-03156,7394,https://www.federalregister.gov/documents/2026/02/17/2026-03156/strengthening-united-states-national-defense-with-americas-beautiful-clean-coal-power-generation,https://www.govinfo.gov/content/pkg/FR-2026-02-17/pdf/2026-03156.pdf,Presidential Document,Executive Order,7393,"See: EO 14156, January 20, 2025; EO 14241, March 20, 2025; EO 14261, April 8, 2025; EO 14262, April 8, 2025",
2026-02-18,2026-02-23,14387,Promoting the National Defense by Ensuring an Adequate Supply of Elemental Phosphorus and Glyphosate- Based Herbicides,Defense,"National Security, Defense, and Strategic Resilience",1,91 FR 8703,2026-03628,8705,https://www.federalregister.gov/documents/2026/02/23/2026-03628/promoting-the-national-defense-by-ensuring-an-adequate-supply-of-elemental-phosphorus-and,https://www.govinfo.gov/content/pkg/FR-2026-02-23/pdf/2026-03628.pdf,Presidential Document,Executive Order,8703,"See: EO 13603, March 16, 2012",
2026-02-20,2026-02-25,14388,Continuing the Suspension of Duty-Free De Minimis Treatment for All Countries,Trade,"Trade, Tariffs, and Export Promotion",1,91 FR 9433,2026-03829,9436,https://www.federalregister.gov/documents/2026/02/25/2026-03829/continuing-the-suspension-of-duty-free-de-minimis-treatment-for-all-countries,https://www.govinfo.gov/content/pkg/FR-2026-02-25/pdf/2026-03829.pdf,Presidential Document,Executive Order,9433,"See: EO 14193, February 1, 2025; EO 14194, February 1, 2025; EO 14195, February 1, 2025; EO 14257, April 2, 2025; EO 14389, February 20, 2026
 Amends: EO 14324, July 30, 2025
 Republished at: 91 FR 17839, April 9, 2026",
2026-02-20,2026-02-25,14389,Ending Certain Tariff Actions,,"Trade, Tariffs, and Export Promotion",1,91 FR 9437,2026-03832,9439,https://www.federalregister.gov/documents/2026/02/25/2026-03832/ending-certain-tariff-actions,https://www.govinfo.gov/content/pkg/FR-2026-02-25/pdf/2026-03832.pdf,Presidential Document,Executive Order,9437,"See: EO 14193, February 1, 2025; Executive Order 14194, February 1, 2025; EO 14195, February 1, 2025; EO 14245, March 24, 2025; EO 14257, April 2, 2025; EO 14323, July 30, 2025; EO 14329, August 6, 2025; EO 14380, January 29, 2026; EO 14382, February 6, 2026; Proc. 11012, February 20, 2026; EO 14388, February 20, 2026",
2026-03-06,2026-03-11,14390,"Combating Cybercrime, Fraud, and Predatory Schemes Against American Citizens",Law Crime,"Public Order, Crime, and Border Enforcement",1,91 FR 12051,2026-04826,12053,https://www.federalregister.gov/documents/2026/03/11/2026-04826/combating-cybercrime-fraud-and-predatory-schemes-against-american-citizens,https://www.govinfo.gov/content/pkg/FR-2026-03-11/pdf/2026-04826.pdf,Presidential Document,Executive Order,12051,"See: EO 14159, January 20, 2025",
2026-03-13,2026-03-18,14391,Adjusting Certain Delegations Under the Defense Production Act,Defense,"National Security, Defense, and Strategic Resilience",1,91 FR 13199,2026-05382,13200,https://www.federalregister.gov/documents/2026/03/18/2026-05382/adjusting-certain-delegations-under-the-defense-production-act,https://www.govinfo.gov/content/pkg/FR-2026-03-18/pdf/2026-05382.pdf,Presidential Document,Executive Order,13199,"Amends: EO 13603, March 16, 2012
 See: EO 14156, January 20, 2025",
2026-03-13,2026-03-18,14394,Removing Regulatory Barriers to Affordable Home Construction,Housing,Housing Affordability and Development Deregulation,1,91 FR 13207,2026-05388,13210,https://www.federalregister.gov/documents/2026/03/18/2026-05388/removing-regulatory-barriers-to-affordable-home-construction,https://www.govinfo.gov/content/pkg/FR-2026-03-18/pdf/2026-05388.pdf,Presidential Document,Executive Order,13207,,
2026-03-13,2026-03-18,14392,Ensuring Truthful Advertising of Products Claiming To Be Made in America,Commerce,Domestic Investment and Market Competition,1,91 FR 13201,2026-05383,13202,https://www.federalregister.gov/documents/2026/03/18/2026-05383/ensuring-truthful-advertising-of-products-claiming-to-be-made-in-america,https://www.govinfo.gov/content/pkg/FR-2026-03-18/pdf/2026-05383.pdf,Presidential Document,Executive Order,13201,,
2026-03-13,2026-03-18,14393,Promoting Access to Mortgage Credit,Housing,Housing Affordability and Development Deregulation,1,91 FR 13203,2026-05384,13206,https://www.federalregister.gov/documents/2026/03/18/2026-05384/promoting-access-to-mortgage-credit,https://www.govinfo.gov/content/pkg/FR-2026-03-18/pdf/2026-05384.pdf,Presidential Document,Executive Order,13203,,
2026-03-16,2026-03-19,14395,Establishing the Task Force To Eliminate Fraud,Law Crime,"Public Order, Crime, and Border Enforcement",1,91 FR 13485,2026-05497,13489,https://www.federalregister.gov/documents/2026/03/19/2026-05497/establishing-the-task-force-to-eliminate-fraud,https://www.govinfo.gov/content/pkg/FR-2026-03-19/pdf/2026-05497.pdf,Presidential Document,Executive Order,13485,,
2026-03-20,2026-03-25,14396,Preserving America's Game,Sports Heritage,Cultural Heritage and National Pastime,1,91 FR 14639,2026-05867,14640,https://www.federalregister.gov/documents/2026/03/25/2026-05867/preserving-americas-game,https://www.govinfo.gov/content/pkg/FR-2026-03-25/pdf/2026-05867.pdf,Presidential Document,Executive Order,14639,,
2026-03-24,2026-03-27,14397,Further Continuance of the Federal Emergency Management Agency Review Council,Public Admin,Executive Coordination and Administrative Task Forces,1,91 FR 15509,2026-06075,15510,https://www.federalregister.gov/documents/2026/03/27/2026-06075/further-continuance-of-the-federal-emergency-management-agency-review-council,https://www.govinfo.gov/content/pkg/FR-2026-03-27/pdf/2026-06075.pdf,Presidential Document,Executive Order,15509,"See: EO 14180, January 24, 2025
 Supersedes (in part): EO 14378, January 23, 2026",
2026-03-26,2026-03-31,14398,Addressing DEI Discrimination by Federal Contractors,Civil Rights,"Civil Rights, Equality, and Gender Policy",1,91 FR 16147,2026-06286,16149,https://www.federalregister.gov/documents/2026/03/31/2026-06286/addressing-dei-discrimination-by-federal-contractors,https://www.govinfo.gov/content/pkg/FR-2026-03-31/pdf/2026-06286.pdf,Presidential Document,Executive Order,16147,,
2026-03-31,2026-04-03,14399,Ensuring Citizenship Verification and Integrity in Federal Elections,Civil Rights,"Civil Rights, Equality, and Gender Policy",1,91 FR 17125,2026-06601,17128,https://www.federalregister.gov/documents/2026/04/03/2026-06601/ensuring-citizenship-verification-and-integrity-in-federal-elections,https://www.govinfo.gov/content/pkg/FR-2026-04-03/pdf/2026-06601.pdf,Presidential Document,Executive Order,17125,,
2026-04-03,2026-04-09,14400,Urgent National Action To Save College Sports,Education,Education and Higher-Ed Transparency,0.91,91 FR 18267,2026-06961,18271,https://www.federalregister.gov/documents/2026/04/09/2026-06961/urgent-national-action-to-save-college-sports,https://www.govinfo.gov/content/pkg/FR-2026-04-09/pdf/2026-06961.pdf,Presidential Document,Executive Order,18267,"See: EO 14322, July 24, 2025",
2026-04-18,2026-04-22,14401,Accelerating Medical Treatments for Serious Mental Illness,Health,"Health, Reproductive Care, and Medical Research",1,91 FR 21709,2026-07907,21711,https://www.federalregister.gov/documents/2026/04/22/2026-07907/accelerating-medical-treatments-for-serious-mental-illness,https://www.govinfo.gov/content/pkg/FR-2026-04-22/pdf/2026-07907.pdf,Presidential Document,Executive Order,21709,,
2026-04-30,2026-05-05,14403,Promoting Retirement-Savings Access for American Workers by Establishing TrumpIRA.gov,Labor,"Workforce, Training, and Retirement Security",1,91 FR 24329,2026-08908,24331,https://www.federalregister.gov/documents/2026/05/05/2026-08908/promoting-retirement-savings-access-for-american-workers-by-establishing-trumpiragov,https://www.govinfo.gov/content/pkg/FR-2026-05-05/pdf/2026-08908.pdf,Presidential Document,Executive Order,24329,,
2026-04-30,2026-05-05,14402,"Promoting Efficiency, Accountability, and Performance in Federal Contracting",Public Admin,Executive Coordination and Administrative Task Forces,1,91 FR 24325,2026-08900,24327,https://www.federalregister.gov/documents/2026/05/05/2026-08900/promoting-efficiency-accountability-and-performance-in-federal-contracting,https://www.govinfo.gov/content/pkg/FR-2026-05-05/pdf/2026-08900.pdf,Presidential Document,Executive Order,24325,,
2026-05-01,2026-05-07,14404,Imposing Sanctions on Those Responsible for Repression in Cuba and for Threats to United States National Security and Foreign Policy,International Affairs; Law Crime,Foreign Policy and External Relations,1,91 FR 25061,2026-09173,25065,https://www.federalregister.gov/documents/2026/05/07/2026-09173/imposing-sanctions-on-those-responsible-for-repression-in-cuba-and-for-threats-to-united-states,https://www.govinfo.gov/content/pkg/FR-2026-05-07/pdf/2026-09173.pdf,Presidential Document,Executive Order,25061,"See: EO 14380, January 29, 2026",
