Data_Partition,Cluster_ID,Top_Keywords,Topic_Summarization,Number_of_Posts
part_a,39,"[{'term': 'trump', 'score': 1281.0}, {'term': 'fec', 'score': 700.0}, {'term': 'commission', 'score': 598.0}, {'term': 'election', 'score': 595.0}, {'term': 'federal', 'score': 584.0}, {'term': 'chair', 'score': 523.0}, {'term': 'weintraub', 'score': 441.0}, {'term': 'ellen', 'score': 355.0}, {'term': 'commissioner', 'score': 301.0}, {'term': 'president', 'score': 298.0}]","{'title': ""Trump's Illegal FEC Chair Removal Attempt"", 'description': ""Posts detail President Trump's attempt to fire Democratic FEC Chair Ellen Weintraub, which she and legal experts deem illegal. The cluster highlights concerns over election integrity, partisan obstruction, and the erosion of independent oversight.""}",701
part_a,40,"[{'term': 'trump', 'score': 1897.0}, {'term': 'medal', 'score': 1680.0}, {'term': 'freedom', 'score': 958.0}, {'term': 'honor', 'score': 568.0}, {'term': 'presidential', 'score': 555.0}, {'term': 'biden', 'score': 395.0}, {'term': 'award', 'score': 349.0}, {'term': 'limbaugh', 'score': 329.0}, {'term': 'gave', 'score': 321.0}, {'term': 'rush', 'score': 302.0}]","{'title': ""Trump's Abuse of the Presidential Medal of Freedom"", 'description': 'The posts criticize Donald Trump for devaluing the Presidential Medal of Freedom by awarding it to political allies, donors, and controversial figures like Rush Limbaugh and Miriam Adelson, rather than individuals with genuine national service. The cluster highlights outrage over the politicization and degradation of the honor, contrasting Trump’s choices with the legacy of past recipients.'}",1663
part_a,41,"[{'term': 'trump', 'score': 1813.0}, {'term': 'hannibal', 'score': 1620.0}, {'term': 'lecter', 'score': 1355.0}, {'term': 'great', 'score': 261.0}, {'term': 'donald', 'score': 221.0}, {'term': 'late', 'score': 212.0}, {'term': 'lector', 'score': 185.0}, {'term': 'man', 'score': 161.0}, {'term': 'like', 'score': 160.0}, {'term': 'real', 'score': 150.0}]","{'title': ""Trump's Obsession with Hannibal Lecter"", 'description': ""The posts revolve around Donald Trump's repeated, bizarre references to the fictional serial killer Hannibal Lecter during campaign speeches, sparking widespread confusion and satire. Many interpret his comments as a misinformed conflation of 'asylum' seekers with mental asylums, revealing deeper concerns about his grasp of reality and rhetoric.""}",1501
part_a,42,"[{'term': 'trump', 'score': 3791.0}, {'term': 'day', 'score': 2736.0}, {'term': 'mlk', 'score': 2311.0}, {'term': 'king', 'score': 2047.0}, {'term': 'martin', 'score': 1516.0}, {'term': 'luther', 'score': 1497.0}, {'term': 'jr', 'score': 1301.0}, {'term': 'inauguration', 'score': 852.0}, {'term': 'donald', 'score': 577.0}, {'term': 'holiday', 'score': 468.0}]","{'title': 'MLK Day vs. Trump Inauguration: A Clash of Legacies', 'description': ""The posts highlight the deep irony and emotional resonance of Donald Trump's second inauguration occurring on Martin Luther King Jr. Day, sparking widespread criticism over the contrast between King’s legacy of peace, justice, and equality and Trump’s rhetoric and policies. Many express outrage, using the day to honor King’s vision while rejecting Trump’s leadership as antithetical to civil rights progress.""}",3623
part_a,43,"[{'term': 'trump', 'score': 1245.0}, {'term': 'rights', 'score': 999.0}, {'term': 'human', 'score': 972.0}, {'term': 'council', 'score': 816.0}, {'term': 'funding', 'score': 506.0}, {'term': 'unrwa', 'score': 488.0}, {'term': 'united', 'score': 432.0}, {'term': 'order', 'score': 400.0}, {'term': 'executive', 'score': 338.0}, {'term': 'nations', 'score': 309.0}]","{'title': 'Trump Withdraws US from UN Human Rights Council', 'description': ""The posts document President Trump's executive order withdrawing the United States from the UN Human Rights Council and halting funding to UNRWA, the agency providing aid to Palestinian refugees. The move, timed ahead of a meeting with Israeli Prime Minister Netanyahu, is framed by critics as undermining human rights and international law, while supporters cite alleged anti-Israel bias within the UN.""}",731
part_a,44,"[{'term': 'trump', 'score': 234657.0}, {'term': 'gaza', 'score': 87717.0}, {'term': 'israel', 'score': 49563.0}, {'term': 'biden', 'score': 47770.0}, {'term': 'genocide', 'score': 35332.0}, {'term': 'palestinians', 'score': 32248.0}, {'term': 'netanyahu', 'score': 30802.0}, {'term': 'people', 'score': 29981.0}, {'term': 'just', 'score': 23099.0}, {'term': 'harris', 'score': 22491.0}]","{'title': ""Trump's Gaza Takeover Plan and Its Consequences"", 'description': ""The posts critique Donald Trump's proposed plan to take control of Gaza, redevelop it as a luxury resort, and displace Palestinians, highlighting concerns about ethnic cleansing, U.S. foreign policy, and the complicity of Republican leaders and donors. The cluster underscores fears that Trump’s vision prioritizes profit and political gain over Palestinian rights and regional peace.""}",184591
part_a,45,"[{'term': 'trump', 'score': 1519.0}, {'term': 'billion', 'score': 670.0}, {'term': 'investment', 'score': 606.0}, {'term': 'softbank', 'score': 547.0}, {'term': 'data', 'score': 418.0}, {'term': '100', 'score': 406.0}, {'term': 'centers', 'score': 315.0}, {'term': 'president', 'score': 305.0}, {'term': '20', 'score': 289.0}, {'term': 'donald', 'score': 275.0}]","{'title': ""Trump's Foreign Investment Promises: Empty or Real?"", 'description': ""The posts critique Donald Trump's recent announcements of massive foreign investments in the U.S., including $100 billion from SoftBank and $20 billion from UAE’s DAMAC Properties, questioning their credibility amid a history of unfulfilled promises like the Foxconn project in Wisconsin. Critics highlight lack of accountability, foreign ownership concerns, and the pattern of using high-profile deals for political optics rather than tangible results.""}",813
part_a,46,"[{'term': 'trump', 'score': 592.0}, {'term': 'lindsey', 'score': 499.0}, {'term': 'lindsay', 'score': 91.0}, {'term': 'know', 'score': 58.0}, {'term': 'just', 'score': 55.0}, {'term': 'does', 'score': 51.0}, {'term': 'like', 'score': 44.0}, {'term': 'think', 'score': 40.0}, {'term': 'gay', 'score': 39.0}, {'term': 'don', 'score': 35.0}]","{'title': ""Lindsey Graham's Alleged Compromise by Trump"", 'description': 'The posts revolve around widespread speculation that Lindsey Graham is deeply compromised by Donald Trump, with allegations ranging from blackmail over his sexuality to hidden compromising material. Many believe Graham’s sudden shift from critic to loyalist stems from fear or coercion, portraying him as a politically opportunistic figure lacking integrity.'}",553
part_a,47,"[{'term': 'graham', 'score': 1760.0}, {'term': 'trump', 'score': 1739.0}, {'term': 'lindsey', 'score': 1102.0}, {'term': 'donald', 'score': 207.0}, {'term': 'maga', 'score': 173.0}, {'term': 'lindsay', 'score': 154.0}, {'term': 'like', 'score': 151.0}, {'term': 'republican', 'score': 147.0}, {'term': 'just', 'score': 140.0}, {'term': 'senator', 'score': 122.0}]","{'title': ""Lindsey Graham's Trump Loyalty Crisis"", 'description': ""The posts critique Senator Lindsey Graham's shifting stance on Donald Trump, highlighting his perceived hypocrisy, fear-driven subservience, and the backlash from both MAGA supporters and political observers. The cluster centers on Graham's repeated contradictions, alleged compromising material, and his role as a loyal but conflicted Republican enabler.""}",1367
part_a,48,"[{'term': 'project', 'score': 1339.0}, {'term': 'lincoln', 'score': 1335.0}, {'term': 'trump', 'score': 1294.0}, {'term': 'video', 'score': 373.0}, {'term': 'youtube', 'score': 317.0}, {'term': 'youtu', 'score': 224.0}, {'term': 'republican', 'score': 223.0}, {'term': 'democracy', 'score': 206.0}, {'term': 'president', 'score': 204.0}, {'term': 'donald', 'score': 183.0}]","{'title': 'Lincoln Project: Anti-Trump Republicans Under Fire', 'description': 'This cluster centers on intense debate over The Lincoln Project, a group of former Republicans who oppose Donald Trump. Critics question their credibility, motives, and effectiveness, accusing them of being partisan grifters who exploit anti-Trump sentiment while still aligned with Republican ideology. Supporters praise their role in defending democracy and exposing Trump’s threats to it.'}",1039
part_a,49,"[{'term': 'shadow', 'score': 641.0}, {'term': 'trump', 'score': 554.0}, {'term': 'cabinet', 'score': 377.0}, {'term': 'government', 'score': 298.0}, {'term': 'need', 'score': 174.0}, {'term': 'democrats', 'score': 123.0}, {'term': 'opposition', 'score': 108.0}, {'term': 'like', 'score': 106.0}, {'term': 'dems', 'score': 94.0}, {'term': 'form', 'score': 92.0}]","{'title': 'Democrats Call for a Shadow Cabinet', 'description': ""A growing number of voices are urging Democrats to establish a formal 'shadow cabinet' to counter the Trump administration's policies, mirroring the UK's opposition model. The proposed structure would provide expert-led, coordinated resistance with alternative solutions and media outreach.""}",553
part_a,50,"[{'term': 'trump', 'score': 3737.0}, {'term': 'consumer', 'score': 2810.0}, {'term': 'financial', 'score': 2396.0}, {'term': 'protection', 'score': 2362.0}, {'term': 'bureau', 'score': 2028.0}, {'term': 'cfpb', 'score': 1845.0}, {'term': 'agency', 'score': 1286.0}, {'term': 'musk', 'score': 881.0}, {'term': 'administration', 'score': 845.0}, {'term': 'work', 'score': 814.0}]","{'title': 'Trump and Musk Target CFPB', 'description': 'The Trump administration and Elon Musk are moving to dismantle the Consumer Financial Protection Bureau (CFPB), halting its operations and cutting funding. Critics argue this undermines consumer protections, especially for vulnerable Americans, while benefiting powerful corporations and billionaires.'}",2510
part_a,51,"[{'term': 'trump', 'score': 1518.0}, {'term': 'ambassador', 'score': 874.0}, {'term': 'walker', 'score': 870.0}, {'term': 'herschel', 'score': 760.0}, {'term': 'bahamas', 'score': 612.0}, {'term': 'president', 'score': 274.0}, {'term': 'donald', 'score': 271.0}, {'term': 'senate', 'score': 218.0}, {'term': 'elect', 'score': 190.0}, {'term': 'georgia', 'score': 139.0}]","{'title': ""Trump's Controversial Ambassador Nominations"", 'description': ""The posts criticize Donald Trump's recent nominations of Herschel Walker and other allies to ambassadorial roles, highlighting concerns over qualifications, past controversies, and the perceived mockery of diplomatic positions. The recurring theme is mockery of Trump's selection process, emphasizing loyalty over competence.""}",952
part_a,52,"[{'term': 'like', 'score': 1255.0}, {'term': 'trump', 'score': 1099.0}, {'term': 'king', 'score': 769.0}, {'term': 'weak', 'score': 698.0}, {'term': 'believe', 'score': 693.0}, {'term': 'president', 'score': 693.0}, {'term': 'govern', 'score': 620.0}, {'term': 'acting', 'score': 603.0}, {'term': 'ezra', 'score': 534.0}, {'term': 'klein', 'score': 531.0}]","{'title': 'Trump as King: Weakness Masked as Power', 'description': ""These posts center on Ezra Klein's analysis that Donald Trump acts like a king not out of strength, but because he lacks the capacity to govern effectively as president. The recurring theme is that Trump relies on perception over reality, hoping to project power through spectacle and intimidation rather than policy or legitimacy.""}",772
part_a,53,"[{'term': 'trump', 'score': 1267.0}, {'term': 'palmer', 'score': 1022.0}, {'term': 'arnold', 'score': 1002.0}, {'term': 'donald', 'score': 232.0}, {'term': 'rally', 'score': 210.0}, {'term': 'talking', 'score': 198.0}, {'term': 'penis', 'score': 189.0}, {'term': 'dick', 'score': 166.0}, {'term': 'size', 'score': 138.0}, {'term': 'pennsylvania', 'score': 114.0}]","{'title': ""Trump's Obsession with Arnold Palmer's Genitalia"", 'description': ""A cluster of posts highlights Donald Trump's repeated, vulgar remarks at rallies about the size of late golfer Arnold Palmer's penis, sparking widespread mockery and criticism. The posts also emphasize Palmer’s daughter's condemnation of Trump’s behavior and her father’s disdain for him.""}",972
part_a,54,"[{'term': 'trump', 'score': 3635.0}, {'term': 'university', 'score': 1515.0}, {'term': 'school', 'score': 727.0}, {'term': 'wharton', 'score': 613.0}, {'term': 'degree', 'score': 497.0}, {'term': 'donald', 'score': 435.0}, {'term': 'did', 'score': 334.0}, {'term': 'college', 'score': 324.0}, {'term': 'like', 'score': 313.0}, {'term': 'went', 'score': 311.0}]","{'title': 'Trump University Scandal and Ivy League Critique', 'description': ""The posts critique Donald Trump's academic credentials, highlighting allegations of cheating, legacy admissions, and the fraudulent nature of Trump University. They also question the intellectual merit of elite institutions, using Trump and other wealthy figures as examples of how privilege can override genuine achievement.""}",3274
part_a,55,"[{'term': 'biden', 'score': 909.0}, {'term': 'trump', 'score': 870.0}, {'term': 'era', 'score': 842.0}, {'term': 'amendment', 'score': 653.0}, {'term': 'rights', 'score': 600.0}, {'term': 'equal', 'score': 531.0}, {'term': 'publish', 'score': 305.0}, {'term': 'archivist', 'score': 303.0}, {'term': 'constitution', 'score': 296.0}, {'term': 'ratified', 'score': 275.0}]","{'title': ""Biden's ERA Declaration: Symbolism vs. Legal Reality"", 'description': ""Posts debate President Biden's declaration that the Equal Rights Amendment is the law of the land, highlighting the tension between symbolic recognition and the legal requirement for formal certification by the National Archivist. While 38 states have ratified the ERA, federal courts and the Biden Justice Department maintain it remains unratified due to expired deadlines, leaving its constitutional status unresolved.""}",935
part_a,56,"[{'term': 'trump', 'score': 540.0}, {'term': 'military', 'score': 252.0}, {'term': 'parade', 'score': 230.0}, {'term': '250th', 'score': 157.0}, {'term': 'anniversary', 'score': 123.0}, {'term': 'president', 'score': 89.0}, {'term': 'tanks', 'score': 80.0}, {'term': 'america', 'score': 77.0}, {'term': 'like', 'score': 70.0}, {'term': 'july', 'score': 64.0}]","{'title': ""Trump and the 250th Anniversary: A Dictator's Dream"", 'description': 'The posts express widespread concern and dismay that Donald Trump will preside over the U.S. 250th anniversary in 2026, fearing he will transform the celebration into a spectacle of authoritarian pageantry, including military parades, statues, and self-aggrandizement—echoing regimes like North Korea and Russia. The recurring theme is the fear that Trump’s vision would pervert the ideals of the nation’s founding.'}",500
